defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A0A126PXN6	A0A2R8Y729	0.8623	2.244e-21	1.86	0.2778	0.4205	61.13	83.75	SPG7
A0A0K2E484	Q9NSY1	0.8622	6.72e-18	1.38	0.2578	0.4254	55.02	79.77	BMP2K
Q6AKU3	B3KSU9	0.8622	3.928e-14	2.31	0.3376	0.5287	87.78	85.14	
D5ECJ4	B4DSC7	0.8621	1.041e-10	1.6	0.441	0.3147	90.15	89.6	
M9YT10	P31749	0.862	8.072e-12	1.66	0.4645	0.3984	83.05	79.81	AKT1
A0A0Z8M843	Q504U8	0.8619	1.036e-14	1.57	0.237	0.3799	75.2	80.86	EGFR
A0A250IWT1	H0YL19	0.8619	2.086e-9	0.96	0.9394	0.2714	95.17	53.22	SKIC8
A0A517ZL33	J3KR25	0.8619	7.882e-21	2.4	0.6098	0.4147	72.98	74.1	TRIB3
A0A127M5U3	Q96GW1	0.8619	1.536e-9	0.68	0.5561	0.284	76.25	88.36	HSP90B1
D5ECJ4	A0A7I2V4S4	0.8618	1.284e-15	1.95	0.2785	0.3281	77.21	89.6	HNRNPA2B1
A0A4U8Z5F9	A0A2R8Y7F3	0.8618	5.114e-16	2.09	0.3774	0.5847	68.16	79.27	SMARCA4
A0A250IWT1	A0A7P0T972	0.8616	1.926e-18	1.97	0.6264	0.3563	80.74	53.22	WDR62
A0A517ZL33	Q86VY5	0.8615	2.372e-9	1.16	0.7792	0.3429	85.67	74.1	MYO3A
A0A250IWT1	Q9BV38	0.8615	4.783e-17	1.93	0.5908	0.3449	85.48	53.22	WDR18
Q83ZD6	Q86YV6	0.8614	8.535e-14	2.27	0.5104	0.3998	79.96	89.01	MYLK4
A0A0H3JWT2	Q9Y572	0.8614	9.284e-15	1.98	0.4066	0.4187	67.11	89.51	RIPK3
D5ECJ4	A0A7I2V2L6	0.8613	2.927e-14	1.91	0.3034	0.3351	79.11	89.6	HNRNPA1
A0A250IWT1	Q6Q0C0	0.8613	1.482e-22	1.77	0.4183	0.3711	79.66	53.22	TRAF7
A0A6G7VQR1	B4DWA7	0.8612	3.245e-16	3.18	0.604	0.7791	83.03	94.67	
Q82S43	B1AHL9	0.8612	2.695e-13	1.96	0.5086	0.4437	63.21	92.3	PNPLA5
B1WUU2	A0A1C7CYY8	0.8612	2.927e-14	0.26	0.1324	0.1515	54.45	93.27	PABPN1L
C1DRC1	Q56A86	0.8612	8.072e-12	1.66	0.4808	0.4012	79.97	80.52	AKT3
G2LKY9	A0A384NL74	0.8612	2.422e-11	0.17	0.1564	0.3053	63.42	93.14	
A0A4P7PX36	B4E2J1	0.8612	5.697e-23	2.6	0.4645	0.4355	73.48	89.35	
Q5HK71	B0LPE5	0.8611	9.486e-14	2.13	0.4099	0.3932	80.02	89.68	AKT1
A0A250IWT1	A0A0A0MR05	0.861	2.019e-14	1.86	0.7614	0.3434	81.13	53.22	MLST8
E6W311	F6UGJ8	0.861	9.981e-11	1.2	0.3424	0.4912	64.2	96.22	ERI3
A0A0B5ICT0	O14638	0.8608	1.847e-9	1.54	0.249	0.6738	95.33	86.59	ENPP3
E3D9K1	Q9H078	0.8608	1.696e-22	2.5	0.4943	0.4284	71.76	84.02	CLPB
U2XWV3	D6CHF9	0.8608	6.058e-20	3.05	0.4841	0.7272	84.74	86.65	NOD2/CARD15
A0A250IWT1	F5H280	0.8608	2.517e-11	1.15	0.6927	0.3787	83.0	53.22	WSB2
A0A0K1NJR8	E9PQH6	0.8608	1.421e-12	2.23	0.6811	0.2392	95.08	78.97	RHOC
B7KMS1	E1CJT3	0.8607	5.796e-13	1.98	0.3203	0.3374	85.57	92.0	CPEB 4 variant
G2LKY9	O95319	0.8607	6.552e-11	0.17	0.1603	0.3461	64.57	93.14	CELF2
Q5HK71	B3KVH4	0.8607	9.486e-14	2.14	0.4098	0.3931	79.96	89.68	
A0A5J6WIH1	E9PI75	0.8606	2.046e-11	2.34	0.6558	0.452	89.53	87.46	INTS11
A0A0K1P5Q4	B7Z7P4	0.8606	2.445e-13	2.7	0.3535	0.7777	87.21	91.06	
G2LKY9	A0A590UJK4	0.8606	1.873e-13	1.46	0.2786	0.3085	66.76	93.14	SRSF6
A0A0K1P5Q4	P78363	0.8606	9.961e-17	2.5	0.0955	0.8099	75.67	91.06	ABCA4
A0A0Z8M843	Q5JXL9	0.8606	2.398e-8	1.04	0.9056	0.2056	93.4	80.86	DKFZp564L2416
A0A7U7ICI2	I3WA68	0.8604	1.063e-9	1.33	0.6729	0.2753	79.38	90.09	EGFR
A0A5B8T3W3	Q15477	0.8604	1.162e-13	2.42	0.3825	0.6371	80.69	87.84	SKIC2
A0A7U7ICI2	B4DLF5	0.8604	1.054e-13	1.76	0.2268	0.412	74.77	90.09	
A0A517ZL33	B4DT73	0.8603	7.485e-22	1.65	0.3587	0.3068	61.97	74.1	
E3FIT8	P49674	0.8603	1.492e-15	2.17	0.5332	0.3489	79.2	76.92	CSNK1E
A0A123SU34	A8K9L2	0.8602	1.318e-13	2.27	0.5937	0.3716	84.11	80.85	
G2LKY9	A2A2V2	0.8602	2.422e-11	0.16	0.1678	0.312	60.83	93.14	RBM34
A0A3G8YW22	B2RE94	0.8601	5.693e-8	0.39	0.5947	0.4227	85.9	87.63	EEF1AKMT1
A0A517ZL33	Q9H3Y6	0.86	7.696e-16	2.23	0.4783	0.4018	83.29	74.1	SRMS
A0A4Q1TS01	I3L2G1	0.86	2.527e-11	2.29	0.7161	0.3189	92.7	86.9	NSF
R9RJ65	P00533	0.86	1.036e-14	1.64	0.2235	0.3927	75.95	80.14	EGFR
A0A0B5ICT0	A8KA38	0.86	1.847e-9	1.56	0.249	0.6736	94.95	86.59	
A0A517ZL33	A0A286YEV3	0.8599	4.223e-14	2.22	0.6386	0.3918	80.79	74.1	MAPK10
A0A822VZF9	U3KQA5	0.8599	7.052e-19	2.49	0.5656	0.3739	77.15	80.58	CSNK1G1
A0A0Z8M843	Q5TBG7	0.8599	5.408e-10	1.16	0.7384	0.255	75.8	80.86	NEK6
A0A0K1P5Q4	Q9NP58	0.8599	9.43e-13	2.39	0.2333	0.7625	83.08	91.06	ABCB6
A0A250IWT1	Q8TED0	0.8598	6.643e-13	1.41	0.5712	0.396	82.4	53.22	UTP15
A0A250IWT1	Q4G0D9	0.8598	3.445e-18	2.06	0.5023	0.3821	89.24	53.22	BOP1
E3FIT8	Q5U045	0.8598	1.492e-15	2.18	0.5344	0.3494	78.89	76.92	CSNK1E
A0A6G7J0Z6	E5RHF2	0.8598	1.399e-10	1.65	0.6648	0.1597	86.6	88.82	COPS5
Q5LLA2	A0A2K4Z9R8	0.8598	7.463e-16	1.06	0.3256	0.1682	73.77	67.67	PIGA
G2LKY9	G3XAP0	0.8598	3.233e-10	0.27	0.2558	0.3269	68.45	93.14	RBM23
A0A2C9CA92	O00372	0.8598	3.295e-11	2.13	0.2111	0.7977	83.15	91.75	
A0A0K2GAP6	A0A494C173	0.8597	5.781e-10	1.15	0.3911	0.3339	79.72	94.74	ELAVL4
D5ECJ4	A0A0C4DGR1	0.8596	2.927e-14	1.59	0.2496	0.3204	69.51	89.6	CELF4
A0A3P1H1Q9	A0A7I2V5G8	0.8595	1.992e-13	1.95	0.3739	0.3801	84.13	81.04	VCP
A5EWK1	B4E0N1	0.8595	2.318e-18	2.49	0.4163	0.3903	82.22	84.88	
G2LKY9	Q9BTF3	0.8595	6.973e-11	0.42	0.2455	0.3325	62.78	93.14	TNRC4
A0A517ZL33	B4DMM9	0.8594	7.882e-21	2.39	0.5795	0.392	72.8	74.1	
R9RJ65	O60674	0.8594	2.613e-14	1.93	0.2405	0.393	86.88	80.14	JAK2
D5ECJ4	B1ANR1	0.8594	1.041e-10	1.82	0.4759	0.3119	92.34	89.6	PABPC4
A0A250IWT1	Q5J8M4	0.8594	7.651e-12	1.85	0.7542	0.3633	95.96	53.22	
A0A0K1P5Q4	O95342	0.8594	8.017e-14	2.44	0.1515	0.7632	83.1	91.06	ABCB11
A0A518G7R2	A0A7L4XSC9	0.8594	2.028e-22	3.47	0.6014	0.7713	90.88	93.7	DDC
A0A2C6WNY1	Q9UPZ9	0.8593	7.589e-17	1.86	0.3179	0.3914	60.77	87.96	CILK1
A0A6I6AHP7	A0A7I2YQE4	0.8593	1.385e-12	0.88	0.1342	0.3032	71.09	87.24	PABPC1
A0A250IWT1	A0A7I2V607	0.8593	3.854e-17	2.09	0.7255	0.3547	79.42	53.22	EIF3I
A0A822VZF9	Q5TBH2	0.8593	5.408e-10	1.08	0.7148	0.2516	74.98	80.58	NEK6
A0A7I7SNA8	Q3BDU3	0.8593	3.477e-21	1.88	0.2518	0.3219	63.63	86.49	PMS1
A0A4P6F1X8	B4DJC3	0.8592	1.017e-10	1.82	0.6404	0.4814	72.24	87.06	MACROH2A1
A0A250IWT1	Q86Y33	0.8592	5.559e-19	1.7	0.5471	0.3805	69.75	53.22	CDC20B
A0A7Z2ZN36	F5H699	0.8592	4.536e-9	1.45	0.3698	0.627	83.48	94.92	ADCY7
A0A517ZL33	E7EPP6	0.8592	7.485e-22	1.7	0.3635	0.3112	61.78	74.1	CHEK1
A0A250IWT1	B3KQY7	0.8591	1.482e-22	1.8	0.4285	0.3805	76.61	53.22	
A0A0K1P5Q4	B4E2I2	0.8591	1.577e-11	2.07	0.1895	0.8087	77.69	91.06	
A0A0K1P5Q4	B3KUJ3	0.8591	3.383e-11	2.3	0.3615	0.7955	80.98	91.06	
A0A250IWT1	E5RFG6	0.8591	2.641e-17	2.26	0.8028	0.2855	85.85	53.22	TBC1D31
A0A250IWT1	B4E2W3	0.859	4.268e-13	1.62	0.6659	0.3881	81.06	53.22	
A0A822VZF9	F8WBF5	0.859	1.318e-13	1.51	0.4478	0.2488	70.44	80.58	CLK1
A0A250IWT1	H0YI78	0.859	1.949e-18	1.6	0.4299	0.3731	75.36	53.22	KIF21A
E3FIT8	B4DJP1	0.859	6.709e-11	1.33	0.7087	0.261	73.59	76.92	
A0A0K1P5Q4	Q96HC2	0.8589	7.255e-11	2.0	0.241	0.8186	77.45	91.06	ABCA2
A0A5Z5DW76	Q7Z333	0.8589	4.982e-22	2.17	0.1983	0.6807	52.27	88.41	SETX
A0A0U3GZX2	B4DSW9	0.8589	4.953e-11	0.79	0.0738	0.3173	84.46	88.82	
A0A822VZF9	Q9HCP0	0.8588	7.052e-19	2.58	0.5827	0.386	78.48	80.58	CSNK1G1
A0A1W6V6P6	Q9NRR2	0.8588	1.149e-8	0.87	0.5307	0.4067	82.39	90.65	TPSG1
A0A0K2E484	B4DYV1	0.8588	2.613e-14	1.89	0.2515	0.3653	86.0	79.77	
A0A123SU34	Q8IVT5	0.8588	2.769e-14	1.25	0.2785	0.3815	60.45	80.85	KSR1
A0A0H2YG60	P40692	0.8587	3.33e-14	2.05	0.2789	0.5254	77.31	83.0	MLH1
A0A250IWT1	Q8NC76	0.8587	2.517e-11	1.13	0.6718	0.3815	80.92	53.22	
A0A7Z2ZN36	Q86YI0	0.8587	4.536e-9	1.47	0.3697	0.6268	83.39	94.92	
A0A0Z8M843	F8VSH4	0.8587	1.22e-8	1.02	0.8212	0.205	90.3	80.86	NUAK1
A0A250IWT1	Q68D13	0.8586	1.949e-18	1.59	0.4298	0.3718	74.52	53.22	DKFZp779C159
A0A4P2R5N6	Q59FA2	0.8586	6.913e-13	1.22	0.2898	0.3182	61.21	91.21	
G2LKY9	G5EA30	0.8585	6.552e-11	0.21	0.1591	0.3516	61.94	93.14	CELF1
R9RJ65	X5D991	0.8585	1.209e-16	2.11	0.3947	0.3635	75.28	80.14	NTRK1
A0A2I5KM74	Q5TBH1	0.8584	5.408e-10	1.17	0.7157	0.254	75.5	80.99	NEK6
A0A169T0H3	A0A2R8Y4U5	0.8584	8.535e-14	2.35	0.5219	0.4036	78.67	89.22	MYLK4
A0A517ZL33	Q6N076	0.8584	4.426e-16	2.4	0.6226	0.3558	81.92	74.1	DKFZp686M02159
B7KMS1	B4DRS4	0.8583	1.57e-13	0.73	0.1208	0.3385	53.41	92.0	
A0A3G6K670	B4DLC6	0.8583	8.046e-17	0.83	0.2135	0.1837	59.99	76.92	
A0A2Z5TNJ9	E7BSV0	0.8582	1.036e-14	1.7	0.2285	0.3781	76.29	80.1	EGFR
C1F1P8	Q6SZW1	0.8582	1.563e-11	1.09	0.1677	0.2554	85.69	86.6	SARM1
A0A822VZF9	P04626	0.8582	1.036e-14	1.62	0.2099	0.3825	73.98	80.58	ERBB2
A0A127M5U3	A0A7P0T885	0.8582	1.536e-9	0.61	0.5422	0.2451	73.35	88.36	HSP90B1
R9RJ65	C9J8E1	0.8582	6.78e-11	1.68	0.6305	0.3282	81.55	80.14	MAPKAPK3
A0A5K7X3J4	C9JLB1	0.8581	3.998e-15	1.15	0.1193	0.3155	56.7	91.75	NCL
G2LKY9	B4DS31	0.8581	6.552e-11	0.19	0.1642	0.3484	61.01	93.14	
A0A1L6ZIH7	Q9BXR0	0.858	0.0	3.56	0.6206	0.7557	93.66	91.78	QTRT1
A0A7T4IRB5	Q6P3R8	0.858	4.026e-17	1.92	0.2971	0.4092	59.24	89.53	NEK5
A0A2I5KM74	Q8N433	0.8579	1.281e-10	1.47	0.4464	0.2686	92.6	80.99	
R9RJ65	A2VCQ3	0.8579	3.627e-16	1.67	0.2737	0.3789	65.71	80.14	ROR1
B7KMS1	B3KWQ8	0.8578	4.814e-14	1.29	0.2127	0.3002	60.32	92.0	
S7TRZ0	Q15287	0.8578	1.676e-17	1.9	0.2335	0.3347	61.94	93.9	RNPS1
U2XWV3	A0A2R8YEG7	0.8577	3.001e-35	2.93	0.4123	0.6754	74.86	86.65	NLRP3
A0A517ZL33	B4DVT5	0.8576	1.106e-12	1.94	0.5712	0.3249	83.88	74.1	
A0A822VZF9	Q01973	0.8576	3.627e-16	1.78	0.2775	0.3836	68.21	80.58	ROR1
A0A0K1P5Q4	O94911	0.8576	1.767e-15	2.59	0.1315	0.8093	78.61	91.06	ABCA8
U5W4X0	P51530	0.8576	7.613e-19	2.42	0.4556	0.3839	87.8	70.03	DNA2
Q6KHD8	A0A494C168	0.8576	4.026e-17	1.85	0.3161	0.4037	58.22	86.31	NEK5
A0A5K7X3J4	A0A7I2V3F3	0.8575	3.998e-15	1.15	0.1212	0.3205	55.49	91.75	NCL
A0A517ZL33	Q9NRP7	0.8575	1.689e-14	1.7	0.2012	0.4289	80.87	74.1	STK36
A0A0K1P5Q4	H0Y8C9	0.8574	6.06e-15	2.53	0.2049	0.8346	70.87	91.06	ABCA2
A0A1L5JQ20	Q14527	0.8574	1.995e-15	2.09	0.4283	0.4678	68.28	80.05	HLTF
A0A0K1NJR8	Q9NP72	0.8573	9.839e-14	2.29	0.647	0.2684	85.56	78.97	RAB18
A0A2D1TV21	G3V0G3	0.8572	1.277e-14	2.59	0.7107	0.3545	81.95	82.75	DDX56
D5ECJ4	E5RJB9	0.8571	1.041e-10	1.83	0.4747	0.3106	89.89	89.6	PABPC1
A0A250IWT1	A0A7I2V2M3	0.8571	3.854e-17	2.15	0.7415	0.3535	78.06	53.22	EIF3I
A0A1P9WYC0	A0A1R3UCE8	0.8571	5.157e-8	0.57	0.64	0.2788	90.04	88.58	KLNI
A0A250IWT1	Q53HK4	0.8571	2.517e-11	1.16	0.6744	0.3831	79.3	53.22	
Q6AKU3	B4E365	0.857	3.928e-14	2.32	0.3191	0.5297	82.51	85.14	
A0A517ZL33	P53779	0.8569	4.426e-16	2.31	0.5106	0.4109	79.32	74.1	MAPK10
A0A0K2E484	Q8IXP2	0.8569	2.613e-14	1.88	0.2206	0.366	85.1	79.77	JAK2
A0A1B1YDD2	Q5T0W9	0.8569	2.34e-10	1.1	0.1384	0.8385	51.22	96.05	FAM83B
A0A517ZL33	A0A1W2PQF1	0.8568	1.069e-12	2.0	0.5957	0.4193	77.26	74.1	STRADA
A0A0A0GV06	P54278	0.8568	5.512e-13	1.7	0.3391	0.4325	70.97	82.93	PMS2
A0A1Q2CWK5	Q86TM3	0.8567	9.209e-18	3.05	0.4284	0.8042	79.34	89.43	DDX53
A0A0Z8HCP9	A9CB80	0.8566	1.036e-14	1.7	0.2193	0.3868	74.04	80.32	
A0A123SU34	A0A2R8Y4X0	0.8566	2.769e-14	1.25	0.3048	0.3768	56.08	80.85	KSR1
A0A822VZF9	B4DSE5	0.8566	9.875e-14	1.22	0.2859	0.3741	60.05	80.58	
A0A7D6VA10	B2R665	0.8566	1.715e-16	2.79	0.3527	0.7548	71.17	93.47	
A0A0K1P5Q4	Q8IUA7	0.8565	1.767e-15	2.58	0.1332	0.7988	77.21	91.06	ABCA9
A0A7U7ICI2	O00444	0.8565	3.062e-15	1.86	0.2238	0.4129	65.62	90.09	PLK4
A0A250IWT1	Q6DKJ9	0.8565	3.445e-18	2.07	0.4705	0.3322	90.67	53.22	BOP1
A0A123SU34	A0A2R8Y5H9	0.8564	2.769e-14	1.27	0.2742	0.378	58.32	80.85	KSR1
A0A822VZF9	J3QR41	0.8564	1.026e-9	1.38	0.7352	0.2045	85.37	80.58	AURKB
A0A250IWT1	O14727	0.8564	1.087e-16	1.52	0.2436	0.3842	85.38	53.22	APAF1
A0A0Z8M843	Q59GQ4	0.8564	2.283e-10	1.04	0.5132	0.2233	80.06	80.86	
A0A6G7VQR1	A0A1J0GNC2	0.8563	1.231e-10	2.63	0.3582	0.7931	97.27	94.67	
A0A250IWT1	A0A7I2YQF8	0.8563	3.854e-17	2.0	0.639	0.3154	79.98	53.22	EIF3I
A0A250IWT1	B2R7X3	0.8563	2.499e-20	1.83	0.4996	0.3721	72.29	53.22	
A0A0Z8M843	A8K2T7	0.8563	1.036e-14	1.69	0.2142	0.3778	73.63	80.86	
A0A250IWT1	A0A7P0T8U8	0.8562	1.926e-18	2.0	0.52	0.359	81.61	53.22	WDR62
A0A0K1P5Q4	P08183	0.8562	8.017e-14	2.55	0.1567	0.757	84.59	91.06	ABCB1
A0A250IWT1	O75529	0.8561	2.331e-17	1.79	0.4893	0.3843	76.16	53.22	TAF5L
A0A0Z8M843	E7ESI2	0.8561	2.836e-16	2.37	0.5825	0.2269	81.19	80.86	CDK2
A0A1B1YDD2	Q6ZRV2	0.856	2.34e-10	1.06	0.1192	0.8464	49.69	96.05	FAM83H
A0A517ZL33	B0QYQ2	0.856	3.715e-18	2.45	0.6311	0.3135	77.5	74.1	TRIB3
A0A5Z1RV82	O95255	0.8559	7.674e-15	2.11	0.1224	0.5758	80.94	81.97	ABCC6
A0A0K2E484	Q506Q0	0.8559	2.613e-14	1.91	0.2198	0.3655	84.98	79.77	JAK2
A0A0K2E484	A8K910	0.8559	2.613e-14	1.9	0.2198	0.3656	84.57	79.77	
A0A0K1NJR8	A8MTC6	0.8558	5.202e-13	2.15	0.6575	0.2532	82.22	78.97	RAB37
U2XWV3	P59046	0.8558	2.012e-31	2.79	0.2364	0.6011	80.92	86.65	NLRP12
A0A2I5KM74	X5DNK3	0.8558	1.036e-14	1.71	0.217	0.3956	72.15	80.99	ERBB2
Q5HK71	A0A804HJM6	0.8558	9.486e-14	2.14	0.393	0.3952	74.3	89.68	AKT1
A0A250IWT1	Q05DR3	0.8557	1.285e-18	1.94	0.4554	0.3725	81.61	53.22	WDHD1
A0A822VZF9	H7BXX9	0.8556	2.906e-15	1.5	0.3035	0.4072	56.03	80.58	HIPK2
A0A250IWT1	P78406	0.8555	7.651e-12	1.85	0.7241	0.3635	92.85	53.22	RAE1
A0A0K2GAP6	H3BMM9	0.8555	1.676e-17	1.94	0.248	0.3346	58.74	94.74	RNPS1
A0A0K1P5Q4	K7EJW6	0.8555	7.255e-11	2.29	0.342	0.7762	81.98	91.06	ABCA5
A0A250IWT1	A0A7I2V3N2	0.8555	3.854e-17	2.13	0.7115	0.347	77.59	53.22	EIF3I
E3FIT8	B3KRV2	0.8555	1.492e-15	2.3	0.5328	0.349	78.83	76.92	
F4HB07	Q53GX1	0.8554	7.487e-12	1.53	0.3623	0.4084	73.41	82.06	
A0A6C0NEW4	Q2TB79	0.8554	5.646e-19	3.29	0.6552	0.7083	84.36	87.22	ERCC2
A0A250IWT1	Q9Y263	0.8554	1.126e-13	1.29	0.3534	0.3695	83.99	53.22	PLAA
A0A518C748	Q16651	0.8553	2.818e-8	0.74	0.5249	0.4725	83.74	85.34	PRSS8
A0A6M8BAQ4	B3KSH0	0.8553	2.16e-9	0.88	0.3826	0.5612	76.77	78.88	
F4HB07	B2R6K0	0.8551	7.487e-12	1.55	0.3645	0.4102	73.35	82.06	
A0A116MDM6	B4DDL9	0.8551	2.836e-16	2.43	0.591	0.2329	81.94	80.78	
E3FIT8	B4DJG4	0.8551	6.709e-11	1.03	0.6382	0.26	64.76	76.92	
G2LKY9	G3V546	0.8551	1.375e-8	0.27	0.4503	0.2928	77.47	93.14	RBM23
A0A0H2YG60	Q5GJ64	0.855	3.33e-14	2.11	0.2848	0.5265	74.44	83.0	
D5ECJ4	Q5SZQ8	0.855	6.576e-15	1.72	0.1672	0.3229	70.12	89.6	CELF3
R9RJ65	Q05D26	0.855	1.209e-16	2.16	0.4078	0.3705	71.39	80.14	BLK
A0A1Y2NZ71	B2RBY8	0.8549	1.847e-9	1.59	0.247	0.6787	93.46	82.18	
A0A0Z8M843	F2YGG7	0.8548	1.036e-14	1.72	0.2211	0.3781	72.2	80.86	
A0A250IWT1	Q53H17	0.8548	1.285e-18	2.3	0.4608	0.3724	95.93	53.22	
A0A517ZL33	Q86UE8	0.8547	2.752e-13	1.65	0.3462	0.4464	71.62	74.1	TLK2
A0A6I6UTH8	J3QKW5	0.8547	1.108e-10	0.66	0.2077	0.1771	83.13	86.26	CDH8
A0A330LKB8	C9J674	0.8547	7.465e-8	1.47	0.7965	0.6129	82.32	86.94	RSAD2
K8Y0Q4	H7BY16	0.8546	3.998e-15	1.4	0.1183	0.3623	55.87	92.11	NCL
A0A2Z4FQE1	U3KQN2	0.8546	1.877e-19	2.58	0.7084	0.131	79.1	81.95	DNAH11
A0A0E1NS95	I6L9H5	0.8546	7.21e-14	2.14	0.3687	0.6251	65.73	82.34	PMS1
A0A250IWT1	B4E0B6	0.8546	1.09e-18	1.72	0.4152	0.3733	74.13	53.22	
A0A517ZL33	Q53EZ9	0.8546	3.825e-13	2.3	0.6869	0.4204	78.41	74.1	
B1FI79	P46736	0.8545	1.574e-9	1.91	0.3849	0.6862	84.56	91.56	BRCC3
A0A250IWT1	H3BR95	0.8545	8.682e-11	1.55	0.8487	0.1871	95.02	53.22	WDR59
A0A3G6K670	F6T542	0.8545	7.985e-10	0.72	0.7747	0.0786	73.61	76.92	CHD5
A0A250IWT1	Q53GN4	0.8545	1.285e-18	2.32	0.462	0.3736	96.31	53.22	WDR1
A0A822VZF9	A0A0U1RQT7	0.8545	7.052e-19	2.58	0.5472	0.3683	76.33	80.58	CSNK1G1
A0A1D7XK87	A1A4F3	0.8545	3.245e-16	3.34	0.6182	0.6869	92.38	92.51	SEPSECS
A0A3L8GBN6	A0A2R8YF61	0.8545	7.83e-18	1.73	0.2262	0.4046	54.05	85.99	CDK13
A0A250IWT1	B2RAW3	0.8545	9.606e-18	2.17	0.5936	0.3455	84.4	53.22	
A0A7T5EL75	B3KY55	0.8544	6.201e-13	0.67	0.389	0.1472	63.81	74.06	
A0A0K1P5Q4	O95477	0.8544	9.961e-17	2.61	0.0971	0.8096	73.24	91.06	ABCA1
A0A1P9WYC0	A0A2I2MP54	0.8544	5.157e-8	0.21	0.6119	0.2912	80.97	88.58	KLK6
A0A2Z5TNJ9	Q2TTR7	0.8543	1.036e-14	1.75	0.215	0.3785	73.84	80.1	
A0A0K1NJR8	A8MSP2	0.8542	5.202e-13	2.26	0.676	0.2527	83.85	78.97	RAB37
Q1CW34	Q53FG6	0.8542	3.53e-15	1.7	0.1761	0.3121	66.83	89.99	
A0A0Z8M843	B7Z2I3	0.8541	1.036e-14	1.78	0.2137	0.3643	74.95	80.86	
Q1QC66	H7C5K0	0.8541	9.807e-10	1.04	0.6223	0.2609	77.64	79.16	HLTF
A0A0H2YG60	A0A669KBK2	0.8541	3.33e-14	2.15	0.3233	0.5181	72.98	83.0	MLH1
A0A0K1P5Q4	O75555	0.8539	8.017e-14	2.64	0.2196	0.764	81.75	91.06	MOAT-B
A0A250IWT1	V9HWG7	0.8539	1.285e-18	2.34	0.4604	0.3722	96.6	53.22	HEL-S-52
A0A0K1P5Q4	Q8IZY2	0.8538	9.961e-17	2.66	0.1	0.804	75.35	91.06	ABCA7
S7TRZ0	Q6PKD2	0.8537	2.573e-9	0.2	0.2848	0.297	71.68	93.9	HNRPCL1
A0A822VZF9	P20794	0.8537	5.926e-13	1.46	0.3901	0.3675	62.14	80.58	MAK
A0A7D5PGU2	Q5FBZ9	0.8537	3.477e-21	2.0	0.2516	0.2992	62.41	86.75	PMS1
A0A348B5X2	Q53G15	0.8536	3.592e-10	1.21	0.3979	0.3365	76.62	87.88	
D0KRW0	Q6IN84	0.8535	3.252e-15	2.9	0.3574	0.74	78.72	93.86	MRM1
A0A249MXF2	A0A1U9X8I9	0.8535	5.517e-13	2.25	0.3553	0.4979	79.74	86.98	
A9WFD2	G3V3J8	0.8534	6.692e-8	1.51	0.5144	0.796	81.1	93.36	PLD4
A0A250IWT1	O75083	0.8533	1.285e-18	2.35	0.459	0.3708	96.5	53.22	WDR1
A0A0H1XY30	Q8TD19	0.8533	2.095e-13	1.87	0.2139	0.4004	73.92	89.22	NEK9
A0A250IWT1	Q6RFH5	0.8532	2.997e-16	2.22	0.6727	0.3568	83.28	53.22	WDR74
G2LKY9	G3V576	0.8531	2.573e-9	0.15	0.2617	0.2977	72.37	93.14	HNRNPC
A0A3E3EC96	A0A7I2V4J3	0.8531	8.417e-9	0.9	0.4451	0.396	84.22	85.92	DDX1
A0A809XNA9	P08217	0.8531	6.097e-8	0.69	0.6483	0.2705	93.43	83.91	CELA2A
A0A810MZG8	Q59EA4	0.8531	2.559e-10	1.76	0.2952	0.577	80.71	89.89	
Q16C13	P23378	0.853	1.231e-10	2.62	0.3229	0.7931	94.13	95.3	GLDC
A0A116MDM6	A0A6Q8PG01	0.853	5.926e-13	1.36	0.3921	0.3293	60.26	80.78	MAK
A0A0H1XY30	J3KR82	0.8529	3.062e-15	1.92	0.2271	0.3903	65.29	89.22	PLK4
A0A517ZL33	Q59FI5	0.8529	2.318e-15	2.19	0.4639	0.3721	76.91	74.1	
A0A5Z9UYT5	Q6PJ06	0.8529	1.264e-12	2.45	0.6446	0.2734	85.4	88.55	CSNK1A1
A0A330LKB8	B2R6Q5	0.8528	7.465e-8	1.55	0.6965	0.6491	86.68	86.94	
A0A0E1NS95	P54277	0.8528	7.21e-14	2.19	0.2829	0.6459	69.78	82.34	PMS1
A0A517ZL33	A0A804HLD1	0.8528	2.791e-17	2.07	0.6106	0.2436	63.62	74.1	CAMK2A
A0A2I5KM74	Q59FL8	0.8527	1.036e-14	1.83	0.2441	0.3863	71.32	80.99	
A0A6J4DJ71	Q6FHP1	0.8527	5.187e-10	2.16	0.6757	0.3109	95.18	87.69	MTAP
A0A7G9GP99	Q2T9J0	0.8527	1.98e-12	2.25	0.3429	0.5135	83.37	86.24	TYSND1
A0A517ZL33	P46734	0.8527	3.825e-13	2.38	0.6798	0.4164	80.49	74.1	MAP2K3
A9KZ97	Q96LQ7	0.8526	1.108e-10	0.6	0.2022	0.1818	80.07	85.36	CDH24
A0A6J4DJ71	Q6FHT1	0.8526	5.187e-10	2.16	0.6762	0.3111	95.04	87.69	MTAP
A0A1Y2NZ71	P22413	0.8525	1.847e-9	1.58	0.234	0.6792	90.66	82.18	ENPP1
